isFraud,type_num,amount_boxcox,oldbalanceDest_boxcox,oldbalanceOrg_boxcox,newbalanceDest_boxcox,newbalanceOrig_boxcox
1,1,1.738090971,-1.885453268,-1.023132767,0.031853407,-0.331129548
1,1,-0.485926268,-1.885453268,1.154003822,-3.872812525,-0.331129548
1,0,-0.485926268,-0.907179407,1.154003822,-3.872812525,-0.331129548
1,1,-1.306480449,-1.885453268,0.971427706,-3.872812525,-0.331129548
1,0,-1.306480449,-1.043612354,0.971427706,-3.872812525,-0.331129548
1,1,-1.040366421,-1.885453268,1.033261405,-3.872812525,-0.331129548
1,0,-1.040366421,0.178186308,1.033261405,0.155706084,-0.331129548
1,1,1.090325364,-1.885453268,1.449180094,-3.872812525,-0.331129548
1,0,1.090325364,-1.885453268,1.449180094,-0.306931359,-0.331129548
1,1,-1.952253315,-1.885453268,0.80920531,-3.872812525,-0.331129548
1,0,-1.952253315,-1.885453268,0.80920531,-0.70249435,-0.331129548
1,1,0.663983647,-1.885453268,1.375372722,0.171467903,-0.331129548
1,0,0.663983647,0.314138409,1.375372722,0.477083243,-0.331129548
1,1,2.644639304,-1.885453268,1.688597177,-0.785574886,-0.331129548
1,0,2.644639304,-1.415782394,1.688597177,0.497561582,-0.331129548
1,1,0.691544648,-1.885453268,1.380266311,-1.113572874,-0.331129548
1,0,0.691544648,0.064134609,1.380266311,-0.961141185,-0.331129548
1,1,1.807594802,-1.885453268,1.564971044,-2.1831504,-0.331129548
1,0,1.807594802,-0.35502213,1.564971044,0.54708304,-0.331129548
1,1,-1.51656997,-1.885453268,0.920640315,-3.872812525,-0.331129548
1,0,-1.51656997,0.697458554,0.920640315,0.578487516,-0.331129548
1,1,1.656751395,-0.293607837,1.599495484,-0.220777453,3.020515983
1,1,-3.292440817,-1.885453268,0.40065358,-3.872812525,-0.331129548
1,0,-3.292440817,-0.590056717,0.40065358,-3.872812525,-0.331129548
1,1,0.342674747,-1.885453268,1.316998232,-3.872812525,-0.331129548
1,0,0.342674747,-1.885453268,1.316998232,-0.637483513,-0.331129548
1,1,-0.796971484,-1.885453268,1.087545278,-3.872812525,-0.331129548
1,0,-0.796971484,-0.198477549,1.087545278,-0.678724341,-0.331129548
1,0,0.45660118,-1.885453268,-1.023132767,-0.750744659,-0.331129548
1,1,-0.45003617,-1.885453268,1.161473426,-3.872812525,-0.331129548
1,0,-0.45003617,1.13366169,1.161473426,1.168082878,-0.331129548
1,1,0.996398799,-1.885453268,1.433258831,-3.872812525,-0.331129548
1,0,0.996398799,-0.830364823,1.433258831,-0.362694877,-0.331129548
1,1,2.696938411,-1.885453268,1.695954484,-3.872812525,-0.331129548
1,0,2.696938411,-0.992286603,1.695954484,0.865415192,-0.331129548
1,1,-2.080969427,-1.885453268,0.774564238,-1.300042621,-0.331129548
1,0,-2.080969427,-1.885453268,0.774564238,-2.238218557,-0.331129548
1,1,-2.93636435,-1.885453268,0.520724191,-3.872812525,-0.331129548
1,0,-2.93636435,-0.47130256,0.520724191,-1.218146973,-0.331129548
1,1,2.347676884,0.486922786,-1.023132767,0.942931473,-0.331129548
1,1,0.563075473,-1.885453268,1.357305568,-1.294216492,-0.331129548
1,0,0.563075473,0.19600794,1.357305568,0.072880048,-0.331129548
1,1,-1.890176782,-1.885453268,0.825619628,-3.872812525,-0.331129548
1,0,-1.890176782,-0.844216326,0.825619628,-1.689908388,-0.331129548
1,1,-1.596746016,-1.885453268,0.900772382,-3.872812525,-0.331129548
1,0,-1.596746016,-1.885453268,0.900772382,-1.976938363,-0.331129548
1,1,3.147722557,-1.885453268,1.757734225,-3.872812525,-0.331129548
1,0,3.147722557,0.692732804,1.757734225,1.460480614,-0.331129548
1,1,1.703412673,-1.885453268,1.548755573,-3.872812525,-0.331129548
1,0,1.703412673,-0.686974705,1.548755573,0.115372508,-0.331129548
1,1,2.419142112,-1.885453268,1.65640102,-1.382842222,-0.331129548
1,0,2.419142112,-0.294138587,1.65640102,0.91152611,-0.331129548
1,0,-0.072394653,-0.732892882,-1.023132767,-0.948907286,-0.331129548
1,1,-2.96057379,-1.885453268,0.512861316,-3.872812525,-0.331129548
1,0,-2.96057379,-0.426593089,0.512861316,-0.808205188,-0.331129548
1,0,0.260801981,-1.265194887,-1.023132767,-0.868269162,-0.331129548
1,1,-2.118483168,-1.885453268,0.764310277,-3.872812525,-0.331129548
1,0,-2.118483168,-0.243493521,0.764310277,-0.847278923,-0.331129548
1,1,-3.744215393,-1.885453268,0.232950079,-0.865878415,-0.331129548
1,0,-3.744215393,0.315960927,0.232950079,0.103381284,-0.331129548
1,1,-0.955544009,-1.885453268,1.052416894,-3.872812525,-0.331129548
1,0,-0.955544009,-0.054990134,1.052416894,-0.227861533,-0.331129548
1,1,3.164679928,-1.885453268,1.760002913,-3.872812525,-0.331129548
1,0,3.164679928,-0.571872958,1.760002913,1.140133478,-0.331129548
1,0,0.901897214,-1.885453268,-1.023132767,-0.460992541,-0.331129548
1,1,1.813884094,-1.885453268,1.565943726,-3.872812525,-0.331129548
1,0,1.813884094,-0.116631048,1.565943726,0.374333457,-0.331129548
1,1,2.706832392,-1.885453268,1.697341779,-3.872812525,-0.331129548
1,0,2.706832392,0.006710728,1.697341779,0.918518926,-0.331129548
1,1,3.674450381,-1.885453268,1.826443283,-3.872812525,-0.331129548
1,0,3.674450381,-0.04798368,1.826443283,1.553309252,-0.331129548
1,1,-0.231942943,0.089066804,1.13425112,-0.779986389,-0.331129548
1,1,2.433443345,-1.885453268,1.658466177,-3.872812525,-0.331129548
1,0,2.433443345,-1.885453268,1.658466177,0.596172395,-0.331129548
1,1,-0.109853301,-1.885453268,1.230357638,-3.872812525,-0.331129548
1,0,-0.109853301,0.271228741,1.230357638,0.066362082,-0.331129548
1,1,2.802481669,-1.885453268,1.710679206,-3.872812525,-0.331129548
1,0,2.802481669,-1.885453268,1.710679206,0.883224511,-0.331129548
1,1,2.289853403,-1.885453268,1.637584854,-3.872812525,-0.331129548
1,0,2.289853403,-0.73409277,1.637584854,0.716960451,-0.331129548
1,1,2.120607642,-1.885453268,1.612546603,-3.872812525,-0.331129548
1,0,2.120607642,1.03220504,1.612546603,1.555989558,-0.331129548
1,1,-0.728592478,-1.885453268,1.102427179,-3.872812525,-0.331129548
1,0,-0.728592478,-1.885453268,1.102427179,-1.481215426,-0.331129548
1,1,1.30597529,-1.885453268,1.485044723,-1.452013955,-0.331129548
1,0,1.30597529,-0.064087321,1.485044723,0.263944419,-0.331129548
1,1,-4.267132294,-1.885453268,0.012175227,-3.872812525,-0.331129548
1,0,-4.267132294,1.240048885,0.012175227,1.295924341,-0.331129548
1,1,-0.197821452,-1.885453268,1.212868509,-3.872812525,-0.331129548
1,0,-0.197821452,-1.885453268,1.212868509,-1.161548759,-0.331129548
1,1,0.356790038,-1.885453268,1.319615325,-3.872812525,-0.331129548
1,0,0.356790038,-1.885453268,1.319615325,-0.928333912,-0.331129548
1,1,0.006203228,-1.885453268,1.253099483,-3.872812525,-0.331129548
1,0,0.006203228,0.194394831,1.253099483,-0.058745134,-0.331129548
1,1,0.221350738,-1.885453268,1.294296698,-3.872812525,-0.331129548
1,0,0.221350738,-0.195275999,1.294296698,-0.441108806,-0.331129548
1,0,-0.436530425,-1.885453268,-1.023132767,-1.306838347,-0.331129548
1,0,-1.099655781,0.483476509,-1.023132767,0.246226426,-0.331129548
1,1,-4.122747386,-1.885453268,0.076436904,-3.872812525,-0.331129548
1,0,-4.122747386,-0.016494024,0.076436904,-0.625136383,-0.331129548
1,1,1.373993633,-1.885453268,1.496163161,-3.872812525,-0.331129548
1,0,1.373993633,1.303626755,1.496163161,1.5033789,-0.331129548
1,1,-0.802652497,-1.885453268,1.086301766,-3.872812525,-0.331129548
1,0,-0.802652497,-0.593110957,1.086301766,-1.141323977,-0.331129548
1,1,2.486211984,-1.885453268,1.666058656,-3.872812525,-0.331129548
1,0,2.486211984,-1.885453268,1.666058656,0.634219402,-0.331129548
1,1,1.475401264,-1.885453268,1.512571987,-3.872812525,-0.331129548
1,0,1.475401264,1.676491353,1.512571987,1.998879926,-0.331129548
1,1,2.713160458,-1.885453268,1.698228317,-3.872812525,-0.331129548
1,0,2.713160458,-0.66431885,1.698228317,0.816160598,-0.331129548
1,1,-1.274845037,-1.885453268,0.978920954,-3.872812525,-0.331129548
1,0,-1.274845037,-1.885453268,0.978920954,-1.797145302,-0.331129548
1,1,-0.242332441,-1.885453268,1.203934767,-3.872812525,-0.331129548
1,0,-0.242332441,0.173626941,1.203934767,-0.12049393,-0.331129548
1,1,2.171827452,-1.885453268,1.620173586,-3.872812525,-0.331129548
1,0,2.171827452,0.016456755,1.620173586,0.634252927,-0.331129548
1,1,0.540635703,-1.885453268,1.353255316,-3.872812525,-0.331129548
1,0,0.540635703,1.553025936,1.353255316,1.761991003,-0.331129548
1,1,0.151132986,-1.885453268,1.280985452,-3.872812525,-0.331129548
1,0,0.151132986,-0.367001696,1.280985452,-0.775891974,-0.331129548
1,0,-1.057970594,-0.03058598,1.370784885,-0.208500623,3.020505515
1,1,0.51118091,-1.885453268,1.34792071,-3.872812525,-0.331129548
1,0,0.51118091,1.756233591,1.34792071,2.027649786,-0.331129548
1,1,0.546769327,-1.885453268,1.354363586,-3.872812525,-0.331129548
1,0,0.546769327,-0.867048908,1.354363586,-0.068252005,-0.331129548
1,0,0.565445729,1.576784317,1.126828607,1.794211859,-0.331129548
1,1,1.760516265,-1.885453268,1.557667634,-0.145617992,-0.331129548
1,0,1.760516265,-0.13199761,1.557667634,0.296407022,-0.331129548
1,1,1.798494012,-1.885453268,1.5635623,-3.872812525,-0.331129548
1,0,1.798494012,0.840873992,1.5635623,1.101404967,-0.331129548
1,1,2.369930944,-1.885453268,1.64927022,-3.872812525,-0.331129548
1,0,2.369930944,-0.973388585,1.64927022,0.556577342,-0.331129548
1,1,-1.942586538,-1.885453268,0.811773706,-0.780872417,-0.331129548
1,0,-1.942586538,0.240799628,0.811773706,0.464718602,-0.331129548
1,0,1.006355149,0.403548881,-1.023132767,0.386460496,-0.331129548
1,1,-2.086820286,-1.885453268,0.772969739,-3.872812525,-0.331129548
1,0,-2.086820286,-0.418983589,0.772969739,-1.110300417,-0.331129548
1,1,-0.106241986,-1.885453268,1.231070933,-3.872812525,-0.331129548
1,0,-0.106241986,-1.885453268,1.231070933,-1.105156163,-0.331129548
1,1,2.997311825,-1.885453268,1.737438944,-3.872812525,-0.331129548
1,0,2.997311825,-1.885453268,1.737438944,1.008161585,-0.331129548
1,0,-0.239174393,-1.885453268,-1.023132767,-0.24638832,-0.331129548
1,1,-0.006903099,-1.885453268,1.250549814,-3.872812525,-0.331129548
1,0,-0.006903099,0.156901481,1.250549814,-0.05728772,-0.331129548
1,1,4.269358388,-1.885453268,1.925967783,-3.872812525,3.020534414
1,0,4.269358388,0.063856188,1.89995313,2.014348243,-0.331129548
1,1,2.306466904,-1.885453268,1.640017601,-3.872812525,-0.331129548
1,0,2.306466904,-1.885453268,1.640017601,0.475346367,-0.331129548
1,1,-1.70259157,-1.885453268,0.874114376,-3.872812525,-0.331129548
1,0,-1.70259157,0.319096308,0.874114376,-0.004283022,-0.331129548
1,1,0.88787275,-1.885453268,1.414628428,-3.872812525,-0.331129548
1,0,0.88787275,-0.603479031,1.414628428,-0.378597719,-0.331129548
1,1,1.422536508,-1.885453268,1.504042712,-3.872812525,-0.331129548
1,0,1.422536508,0.265178844,1.504042712,0.445467248,-0.331129548
1,1,-0.02585218,-1.885453268,1.246855208,-3.872812525,-0.331129548
1,0,-0.02585218,-0.782912807,1.246855208,-0.764312799,-0.331129548
1,0,-1.475175281,-0.037107907,-1.023132767,-0.515731511,-0.331129548
1,1,0.653630021,-1.885453268,1.373529864,-3.872812525,-0.331129548
1,0,0.653630021,0.071699327,1.373529864,-0.050393589,-0.331129548
1,1,0.915363872,-1.885453268,1.419371856,-3.872812525,-0.331129548
1,0,0.915363872,-0.136464771,1.419371856,-0.130238629,-0.331129548
1,1,-1.1487008,-1.885453268,1.00841322,-3.872812525,-0.331129548
1,0,-1.1487008,0.002126598,1.00841322,-0.440501223,-0.331129548
1,1,0.311682405,-1.885453268,1.311234513,-3.872812525,-0.331129548
1,0,0.311682405,1.622791763,1.311234513,1.905512377,-0.331129548
1,1,2.420005873,-1.885453268,1.656525842,-3.872812525,-0.331129548
1,0,2.420005873,0.955797906,1.656525842,1.345916037,-0.331129548
1,1,-0.626695012,-1.885453268,1.124315874,-3.872812525,-0.331129548
1,0,-0.626695012,-1.885453268,1.124315874,-1.420803712,-0.331129548
1,1,0.970706659,-1.885453268,1.428871242,-3.872812525,-0.331129548
1,0,0.970706659,-1.885453268,1.428871242,-0.415494329,-0.331129548
1,1,0.736417423,-1.885453268,1.388196501,-3.872812525,-0.331129548
1,0,0.736417423,0.493704253,1.388196501,0.427949437,-0.331129548
1,0,-0.486450423,0.697337766,0.652437943,0.56782722,-0.331129548
1,1,1.896410045,-1.885453268,1.578642248,-3.872812525,-0.331129548
1,0,1.896410045,1.225534677,1.578642248,1.489133974,-0.331129548
1,1,-0.596614774,-1.885453268,1.130712768,-3.872812525,-0.331129548
1,0,-0.596614774,0.675814765,1.130712768,0.533466025,-0.331129548
1,1,0.326783238,-1.885453268,1.314045859,-3.872812525,-0.331129548
1,0,0.326783238,0.771048946,1.314045859,0.719732553,-0.331129548
1,1,-0.0921939,-1.885453268,1.23384219,-3.872812525,-0.331129548
1,0,-0.0921939,-0.324399906,1.23384219,-0.663009251,-0.331129548
1,1,0.498014852,-1.885453268,1.345529474,-3.872812525,-0.331129548
1,0,0.498014852,0.344200565,1.345529474,0.208719799,-0.331129548
1,1,1.649075384,-1.885453268,1.540220226,-3.872812525,-0.331129548
1,0,1.649075384,-0.662288172,1.540220226,0.082836197,-0.331129548
1,1,-2.263600953,-1.885453268,0.723947436,-3.872812525,-0.331129548
1,0,-2.263600953,-0.186479465,0.723947436,-0.765194415,-0.331129548
1,1,-2.139778205,-1.885453268,0.758457088,-3.872812525,-0.331129548
1,0,-2.139778205,1.44337358,0.758457088,1.576420938,-0.331129548
1,1,1.418322521,-1.885453268,1.503360505,-3.872812525,-0.331129548
1,0,1.418322521,-1.885453268,1.503360505,-0.114861523,-0.331129548
1,1,0.241920113,-1.885453268,1.298171904,-3.872812525,-0.331129548
1,0,0.241920113,1.509448105,1.298171904,1.693467128,-0.331129548
1,1,-1.011480594,-1.885453268,1.039813873,-3.872812525,-0.331129548
1,0,-1.011480594,-0.137736856,1.039813873,-0.624090552,-0.331129548
1,1,0.513187577,-1.885453268,1.348284799,-3.872812525,-0.331129548
1,0,0.513187577,1.011710118,1.348284799,1.049730872,-0.331129548
1,1,-1.644702389,-1.885453268,0.88875555,-3.872812525,-0.331129548
1,0,-1.644702389,-1.885453268,0.88875555,-2.003310783,-0.331129548
1,1,0.360657141,-1.885453268,1.320331451,-3.872812525,-0.331129548
1,0,0.360657141,-0.157356293,1.320331451,-0.360248942,-0.331129548
1,1,2.208984743,-1.885453268,1.625679516,-3.872812525,-0.331129548
1,0,2.208984743,-1.885453268,1.625679516,0.435519634,-0.331129548
1,1,1.443623029,-1.885453268,1.507451284,-3.872812525,-0.331129548
1,0,1.443623029,-1.885453268,1.507451284,-0.097629732,-0.331129548
1,1,-1.149373506,-1.885453268,1.008257556,-3.872812525,-0.331129548
1,0,-1.149373506,0.528953418,1.008257556,0.309324133,-0.331129548
1,1,0.710470904,-1.885453268,1.383616672,-3.872812525,-0.331129548
1,0,0.710470904,-0.782428548,1.383616672,-0.530751962,-0.331129548
1,1,-0.587025057,-1.885453268,1.132746013,-3.872812525,-0.331129548
1,0,-0.587025057,-0.70816587,1.132746013,-1.165861138,-0.331129548
1,1,2.176011255,-1.885453268,1.620794669,-3.872812525,-0.331129548
1,0,2.176011255,-0.25153314,1.620794669,0.507189893,-0.331129548
1,1,0.614174639,-1.885453268,1.366484362,-3.872812525,-0.331129548
1,0,0.614174639,0.258967822,1.366484362,0.134629919,-0.331129548
1,1,1.689287104,-1.885453268,1.546541904,-3.872812525,-0.331129548
1,0,1.689287104,0.076055562,1.546541904,0.365467575,-0.331129548
1,1,0.979211002,-1.885453268,1.430325139,-3.872812525,-0.331129548
1,0,0.979211002,0.173432467,1.430325139,0.148960717,-0.331129548
1,1,0.609042526,-1.885453268,1.365565262,-3.872812525,-0.331129548
1,0,0.609042526,-0.082078325,1.365565262,-0.207611881,-0.331129548
1,1,0.98276822,-1.885453268,1.430932819,-3.872812525,-0.331129548
1,0,0.98276822,0.03132476,1.430932819,0.025536665,-0.331129548
1,1,1.862593498,-1.885453268,1.573453272,-3.872812525,-0.331129548
1,0,1.862593498,0.229613659,1.573453272,0.545173068,-0.331129548
1,1,3.10862193,-1.885453268,1.752488157,-3.872812525,-0.331129548
1,0,3.10862193,0.085730958,1.752488157,1.203605156,-0.331129548
1,1,0.974039814,-1.885453268,1.42944126,-3.872812525,-0.331129548
1,0,0.974039814,0.075535415,1.42944126,0.059496681,-0.331129548
1,1,0.636563113,-1.885453268,1.370486685,-3.872812525,-0.331129548
1,0,0.636563113,0.603072084,1.370486685,0.542615764,-0.331129548
1,1,0.426554299,-1.885453268,1.332477721,-3.872812525,-0.331129548
1,0,0.426554299,-0.289505226,1.332477721,-0.446418268,-0.331129548
1,1,-0.238288069,-1.885453268,1.204748878,-3.872812525,-0.331129548
1,0,-0.238288069,-1.885453268,1.204748878,-1.186352266,-0.331129548
1,1,0.31695054,-1.885453268,1.312215941,-3.872812525,-0.331129548
1,0,0.31695054,-0.609775073,1.312215941,-0.694055919,-0.331129548
1,1,-1.612653642,-1.885453268,0.896797429,-3.872812525,-0.331129548
1,0,-1.612653642,1.692769799,0.896797429,1.915526341,-0.331129548
1,1,-0.327724533,-1.885453268,1.186633889,-3.872812525,-0.331129548
1,0,-0.327724533,-0.212653427,1.186633889,-0.609682809,-0.331129548
1,1,0.623303256,-1.885453268,1.368117668,-3.872812525,-0.331129548
1,0,0.623303256,-0.473588782,1.368117668,-0.471782968,-0.331129548
1,1,-0.250501865,-1.885453268,1.202288853,-3.872812525,-0.331129548
1,0,-0.250501865,-1.885453268,1.202288853,-1.193824683,-0.331129548
1,1,-1.529269098,-1.885453268,0.917511746,-3.872812525,-0.331129548
1,0,-1.529269098,0.316898998,0.917511746,-0.003826095,-0.331129548
1,1,0.73239846,-1.885453268,1.387488114,-3.872812525,-0.331129548
1,0,0.73239846,-1.885453268,1.387488114,-0.572245367,-0.331129548
1,1,3.424280377,-1.885453268,1.794256222,-3.872812525,-0.331129548
1,0,3.424280377,0.306919194,1.794256222,1.474749987,-0.331129548
1,1,1.141487277,-1.885453268,1.457774774,-3.872812525,-0.331129548
1,0,1.141487277,-0.094483502,1.457774774,-0.00112761,-0.331129548
1,1,-0.556784691,-1.885453268,1.139138446,-3.872812525,-0.331129548
1,0,-0.556784691,-0.414171578,1.139138446,-0.888116879,-0.331129548
1,1,2.396661917,-1.885453268,1.653148316,-3.872812525,-0.331129548
1,0,2.396661917,0.575605167,1.653148316,1.026681553,-0.331129548
1,1,0.793005252,-1.885453268,1.398132032,-3.872812525,-0.331129548
1,0,0.793005252,-1.885453268,1.398132032,-0.532600157,-0.331129548
1,1,1.816474565,-1.885453268,1.566344157,-3.872812525,-0.331129548
1,0,1.816474565,0.402767939,1.566344157,0.650688341,-0.331129548
1,1,0.787118689,-1.885453268,1.39710184,-3.872812525,-0.331129548
1,0,0.787118689,-1.885453268,1.39710184,-0.536457378,-0.331129548
1,1,1.170114909,-1.885453268,1.462560348,-3.872812525,-0.331129548
1,0,1.170114909,-0.785038624,1.462560348,-0.245547906,-0.331129548
1,1,2.936091452,-1.885453268,1.729088419,-3.872812525,-0.331129548
1,0,2.936091452,-1.885453268,1.729088419,1.12846546,-0.331129548
1,1,0.232952235,-1.885453268,1.29648372,-3.872812525,-0.331129548
1,0,0.232952235,-0.37561743,1.29648372,-0.578065372,-0.331129548
1,1,4.269358388,-1.885453268,2.00433898,-3.872812525,3.020540185
1,0,4.269358388,-1.885453268,1.89995313,1.980585442,-0.331129548
1,1,4.25503649,-1.885453268,1.898231166,-3.872812525,-0.331129548
1,0,4.25503649,0.264095031,1.898231166,1.996993744,-0.331129548
1,1,2.041771448,-1.885453268,1.600721918,-3.872812525,-0.331129548
1,0,2.041771448,0.491084151,1.600721918,0.811387888,-0.331129548
1,1,3.761472289,-1.885453268,1.837457271,-3.872812525,-0.331129548
1,0,3.761472289,0.864516775,1.837457271,1.903907676,-0.331129548
1,1,-0.91030495,-1.885453268,1.062528104,-3.872812525,-0.331129548
1,0,-0.91030495,-0.547288289,1.062528104,-1.123083182,-0.331129548
1,1,0.846159161,-1.885453268,1.407399404,-3.872812525,-0.331129548
1,0,0.846159161,-0.148256305,1.407399404,0.320833363,-0.331129548
1,1,-0.894107686,-1.885453268,1.066130766,-3.872812525,-0.331129548
1,0,-0.894107686,-1.885453268,1.066130766,-1.578360774,-0.331129548
1,1,2.05161383,-1.885453268,1.602203888,-3.872812525,-0.331129548
1,0,2.05161383,0.580392997,1.602203888,0.886708687,-0.331129548
1,1,-1.349135898,-1.885453268,0.961261384,-3.872812525,-0.331129548
1,0,-1.349135898,-1.052542029,0.961261384,-0.189204846,-0.331129548
1,1,1.651547828,-1.885453268,1.540609774,-3.872812525,-0.331129548
1,0,1.651547828,0.370460064,1.540609774,0.55999105,-0.331129548
